Method,N,Replication,Seed / scramble,Ticker,Metric,Estimate,Analytic,Runtime seconds,Error,Relative error
MC,4096,0,21460728,SPX Index,delta,0.5848288036648344,0.5951256241492728,0.012585400021634996,-0.010296820484438474,-0.01730192763781209
MC,4096,0,21460728,SPX Index,vega,2836.217623966115,2829.6360448038345,0.012585400021634996,6.581579162280377,0.0023259454778173237
MC,4096,0,21460728,SPX Index,gamma,0.00028713701111807675,0.0002810396349131103,0.012585400021634996,6.097376204966477e-06,0.021695787524245887
MC,4096,0,21460728,NDX Index,price,3349.610637051164,3367.4914742178444,0.012585400021634996,-17.88083716668052,-0.005309838882616219
MC,4096,0,21460728,NDX Index,delta,0.5914919489795037,0.6016489211760171,0.012585400021634996,-0.010156972196513347,-0.01688189214510674
MC,4096,0,21460728,NDX Index,vega,10742.58225864829,10732.284898910899,0.012585400021634996,10.297359737391162,0.0009594750637337374
MC,4096,0,21460728,NDX Index,gamma,5.224011374374657e-05,5.2107169399970926e-05,0.012585400021634996,1.3294434377564718e-07,0.002551363762540541
MC,4096,0,21460728,RTY Index,price,295.1320850101734,292.88192219894063,0.012585400021634996,2.2501628112327694,0.007682832707251702
MC,4096,0,21460728,RTY Index,delta,0.5727622953854221,0.5854387475048874,0.012585400021634996,-0.012676452119465331,-0.02165290933251647
MC,4096,0,21460728,RTY Index,vega,1153.480097170531,1128.2462808147527,0.012585400021634996,25.233816355778345,0.022365521415728465
