estimator,replication,asset,asset_index,active_asset,bump,bump_label,greek,estimate_reported
AC-raw-MC,12,asset_2,2,False,0.0025,0.25% spot,Gamma,-1.5621456095452684
AC-raw-MC,12,asset_2,2,False,0.005,0.50% spot,Delta,7.9571791986199605
AC-raw-MC,12,asset_2,2,False,0.005,0.50% spot,Gamma,-4.686436828635151
AC-raw-MC,12,asset_2,2,False,0.01,1.00% spot,Delta,7.761910997426834
AC-raw-MC,12,asset_2,2,False,0.01,1.00% spot,Gamma,-5.467509633407594
AC-raw-MC,12,asset_3,3,True,0.001,0.10% spot,Delta,14.523072463738878
AC-raw-MC,12,asset_3,3,True,0.001,0.10% spot,Gamma,-61.02131287285389
AC-raw-MC,12,asset_3,3,True,0.0025,0.25% spot,Delta,13.668774083518969
AC-raw-MC,12,asset_3,3,True,0.0025,0.25% spot,Gamma,-8.591800852497952
AC-raw-MC,12,asset_3,3,True,0.005,0.50% spot,Delta,12.960926854193861
AC-raw-MC,12,asset_3,3,True,0.005,0.50% spot,Gamma,-9.861044160253028
